locationid,applicant,facility,cnn,descriptio,address,block_lot,block,lot,permit,status,food_items,x,y,latitude,longitude,schedule,days_hours,approved,received,priorpermi,exp_date,location
783806,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,3,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.73811777,-122.4044185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7381177715919, -122.404418467212)"
783805,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa:10AM-11AM;Mo-Fr:4PM-5PM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7685432890242, -122.408492892439)"
783804,Natan's Catering,Truck,0,,Assessors Block 4227/Lot012,4227012,4227,12,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.75315511,-122.3911742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7531551067155, -122.391174184456)"
783803,Natan's Catering,Truck,381000,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,3820002,3820,2,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6012967.316,2107764.443,37.76824939,-122.3984307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa:9AM-10AM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7682493867935, -122.398430650214)"
783802,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,1,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.76746629,-122.3908603,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Mo-Su:9AM-10AM;Mo-Fr:12PM-1PM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7674662871448, -122.390860289431)"
783801,Natan's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Mo-Fr:8AM-9AM;Sa:9AM-10AM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7447521916164, -122.385679248721)"
783800,Natan's Catering,Truck,0,,Assessors Block 4058/Lot010,4058010,4058,10,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015895.442,2105131.652,37.76118299,-122.3881187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7611829945051, -122.388118704077)"
783799,Natan's Catering,Truck,0,,Assessors Block 4172/Lot010,4172010,4172,10,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015746.892,2103656.591,37.75712456,-122.3885295,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7571245603861, -122.388529515257)"
783798,Natan's Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Mo-Su:12PM-1PM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7550307267667, -122.384530734223)"
783797,Natan's Catering,Truck,0,,Assessors Block 7295/Lot022,7295022,7295,22,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,5989624.724,2094318.981,37.73000368,-122.4781863,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7300036831892, -122.478186325415)"
783796,Natan's Catering,Truck,0,,Assessors Block 5598/Lot031,5598031,5598,31,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010555.368,2097635.855,37.74030387,-122.4060597,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.740303872806, -122.406059743494)"
783795,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,1,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.74884806,-122.412619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Mo-Su:11AM-12PM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7488480565663, -122.412618994655)"
783794,Natan's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Mo-Su:10AM-11AM,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7477720916075, -122.397031718978)"
783793,Natan's Catering,Truck,0,,Assessors Block 8722/Lot003,8722003,8722,3,16MFF-0093,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014776.597,2107430.478,37.76743302,-122.3921491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0093&ExportPDF=1&Filename=16MFF-0093_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,4/15/2016 0:00:00,4/14/2016,1,3/15/2017 0:00:00,"(37.7674330173312, -122.392149114172)"
782311,"Viet Duong Co., Ltd.",Push Cart,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,290011,290,11,16MFF-0092,APPROVED,Vietnamese Sandwiches: Spring Rolls: Bottled Water & Can Soda: pho: vermincelli: noodles: rice: cookies:,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0092&ExportPDF=1&Filename=16MFF-0092_schedule.pdf,Tu/We/Th:8AM-5PM,4/11/2016 0:00:00,4/11/2016,0,3/15/2017 0:00:00,"(37.7909215072692, -122.400100423738)"
782306,Faith Sandwich,Push Cart,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,16MFF-0091,APPROVED,Vietnamese sandwiches: various meat rice plates & bowls: vermicelli: spring rolls: sticky rice: Vietnamese Goi: pho: noodles: coffee:  various flavored tea : various soda and juices: water,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0091&ExportPDF=1&Filename=16MFF-0091_schedule.pdf,Mo-Fr:8AM-3PM,4/11/2016 0:00:00,4/11/2016,0,3/15/2017 0:00:00,"(37.788864715343, -122.399359351363)"
777717,"Casey's Pizza, LLC",Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,260002,260,2,16MFF-0090,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012313.995,2116649.543,37.7926094,-122.4013149,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0090&ExportPDF=1&Filename=16MFF-0090_schedule.pdf,Mo/We:10AM-2PM,4/4/2016 0:00:00,4/4/2016,0,3/15/2017 0:00:00,"(37.792609401119, -122.401314905451)"
777716,"Casey's Pizza, LLC",Truck,12045000,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,16MFF-0090,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6014423.85,2116439.642,37.79215055,-122.394,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0090&ExportPDF=1&Filename=16MFF-0090_schedule.pdf,Tu/Th:9AM-3PM,4/4/2016 0:00:00,4/4/2016,0,3/15/2017 0:00:00,"(37.7921505484817, -122.393999974059)"
777715,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,16MFF-0090,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0090&ExportPDF=1&Filename=16MFF-0090_schedule.pdf,Sa:12PM-4PM;Tu/We/Th:3PM-8PM,4/4/2016 0:00:00,4/4/2016,0,3/15/2017 0:00:00,"(37.788778723378, -122.402574568411)"
777714,"Casey's Pizza, LLC",Truck,9093000,MISSION ST: NEW MONTGOMERY ST to ANNIE ST (635 - 664),654 MISSION ST,3707019,3707,19,16MFF-0090,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012296.995,2114673.552,37.78718285,-122.4012348,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0090&ExportPDF=1&Filename=16MFF-0090_schedule.pdf,Fr:11AM-3PM,4/4/2016 0:00:00,4/4/2016,0,3/15/2017 0:00:00,"(37.7871828477154, -122.401234808851)"
777713,"Casey's Pizza, LLC",Truck,5442000,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,817032,817,32,16MFF-0090,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6005654.042,2110754.304,37.77604871,-122.4239392,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0090&ExportPDF=1&Filename=16MFF-0090_schedule.pdf,Su:12PM-8PM;Fr:3PM-8PM;Sa:4PM-8PM,4/4/2016 0:00:00,4/4/2016,0,3/15/2017 0:00:00,"(37.7760487080922, -122.423939211172)"
777027,M M Catering,Truck,6729000,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,3755023,3755,23,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6010297.861,2110271.569,37.77498431,-122.4078409,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:9PM-10PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7749843060688, -122.40784088806)"
777026,M M Catering,Truck,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,3722067,3722,67,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012350.571,2114444.914,37.78655805,-122.4010334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:8PM-9PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7865580501799, -122.40103337535)"
777025,M M Catering,Truck,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,3735040,3735,40,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012797.551,2113994.294,37.78534568,-122.3994553,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:8PM-9PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7853456766418, -122.399455276698)"
777024,M M Catering,Truck,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,3930A002,3930A,2,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6009824.81,2107195.241,37.76651093,-122.4092601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:7PM-8PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7665109269083, -122.40926014493)"
777023,M M Catering,Truck,6603000,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,853023,853,23,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6005961.175,2109761.804,37.77334088,-122.4228062,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:6PM-8PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7733408773453, -122.422806203983)"
777022,M M Catering,Truck,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,4170010,4170,10,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015168.427,2103589.069,37.75690709,-122.3905254,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:6PM-7PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7569070856214, -122.390525368135)"
777021,M M Catering,Truck,192201,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,4230001,4230,1,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015750.256,2102782.473,37.7547246,-122.3884569,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:6PM-7PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7547246040128, -122.388456870373)"
777020,M M Catering,Truck,7173000,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,4244002,4244,2,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6016265.425,2102158.675,37.75304032,-122.3866318,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:5PM-6PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7530403201943, -122.386631763538)"
777019,M M Catering,Truck,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,0141003B,141,003B,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012663.956,2118920.369,37.79886407,-122.4002636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:10AM-11AM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7988640669494, -122.400263583781)"
777018,M M Catering,Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),45 SPEAR ST,3713006,3713,6,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014186.566,2117071.214,37.79387151,-122.3948652,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:7AM-8AM/9AM-11AM/12PM-1PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7938715071506, -122.394865238621)"
777017,M M Catering,Truck,2110000,ALABAMA ST: 17TH ST to MARIPOSA ST (400 - 499),400 ALABAMA ST,3968001,3968,1,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6008836.323,2106230.541,37.76380665,-122.412611,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:7AM-8AM/9AM-10AM/12PM-1PM/8PM-9PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7638066535277, -122.412610953897)"
777016,M M Catering,Truck,9083000,MISSION ST: STEUART ST to SPEAR ST (35 - 99),98 MISSION ST,3713007,3713,7,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014365.441,2116885.206,37.79337072,-122.3942333,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo-Fr:7AM-9AM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7933707169278, -122.394233280448)"
777015,M M Catering,Truck,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,4288003,4288,3,16MFF-0089,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6014017.542,2101712.689,37.75169104,-122.3943742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0089&ExportPDF=1&Filename=16MFF-0089_schedule.pdf,Mo/Tu/We/Th/Fr:12AM-5AM;Sa:2PM-6PM;Mo-Fr:3PM-6PM,3/31/2016 0:00:00,3/31/2016,1,3/15/2017 0:00:00,"(37.7516910357229, -122.394374213263)"
776752,Hiyaaa,Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,261005,261,5,16MFF-0088,APPROVED,Korean Fried Chicken,6012649.224,2116554.374,37.79236679,-122.4001483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0088&ExportPDF=1&Filename=16MFF-0088_schedule.pdf,Tu/Fr:9AM-3PM,3/30/2016 0:00:00,3/30/2016,0,3/15/2017 0:00:00,"(37.7923667868831, -122.400148306767)"
776751,Hiyaaa,Truck,8122000,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,353001,353,1,16MFF-0088,APPROVED,Korean Fried Chicken,6007971.743,2112224.278,37.78021548,-122.4160258,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0088&ExportPDF=1&Filename=16MFF-0088_schedule.pdf,We/Th:9AM-3PM,3/30/2016 0:00:00,3/30/2016,0,3/15/2017 0:00:00,"(37.7802154802881, -122.416025770151)"
775804,Buenafe,,701000,16TH ST: 07TH ST \ MISSISSIPPI ST to DAGGETT ST \ MISSOURI ST (900 - 999),901 16TH ST,3949001,3949,1,16MFF-0008,REQUESTED,Tacos burritos quesadillas tortas pupusas flautas tamales,6013806.356,2106973.63,37.76612469,-122.3954731,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0008&ExportPDF=1&Filename=16MFF-0008_schedule.pdf,Mo-We:8AM-5PM,,1/11/2016,0,3/15/2017 0:00:00,"(37.766124694427, -122.39547306227)"
775689,Think is Good Inc.,Truck,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,7,16MFF-0087,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6015195.702,2112613.963,37.78168898,-122.3910618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0087&ExportPDF=1&Filename=16MFF-0087_schedule.pdf,Mo-Fr:12PM-5PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7816889753451, -122.391061817287)"
775687,Think is Good Inc.,Truck,5169000,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,16MFF-0086,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6009885.084,2114861.905,37.78756517,-122.4095928,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0086&ExportPDF=1&Filename=16MFF-0086_schedule.pdf,Sa-Su:11AM-2PM/1PM-4PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7875651653788, -122.40959283348)"
775685,Think is Good Inc.,Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,98,16MFF-0086,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6012988.853,2115411.957,37.78924891,-122.398893,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0086&ExportPDF=1&Filename=16MFF-0086_schedule.pdf,Mo/We/Fr:10AM-3PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7892489084137, -122.398892959346)"
775615,Sanguchon,Truck,12045000,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,16MFF-0085,APPROVED,Peruvian Food,6014423.85,2116439.642,37.79215055,-122.394,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0085&ExportPDF=1&Filename=16MFF-0085_schedule.pdf,Mo-Fr:11AM-3PM,4/4/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7921505484817, -122.393999974059)"
775474,Sanguchon,Truck,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,16MFF-0084,APPROVED,Peruvian food,6012002.812,2116560.078,37.79234639,-122.4023853,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0084&ExportPDF=1&Filename=16MFF-0084_schedule.pdf,Mo/We/Fr:11AM-3PM,4/4/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.792346385148, -122.402385322794)"
775370,Lobsta Truck,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,16MFF-0083,APPROVED,Lobster rolls: crab rolls: clam chowder: lobster bisque: chips: lemonade: drinks,6012181.836,2116889.979,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0083&ExportPDF=1&Filename=16MFF-0083_schedule.pdf,Mo/We/Fr:10AM-3PM,3/31/2016 0:00:00,3/29/2016,0,3/15/2017 0:00:00,"(37.7932622069231, -122.401789091363)"
